"Country_Name","Country_code","Corruption","Health_Expenditure","Education","GDP","Life_Expectancy","Pollution","Population_65"
"Afghanistan","AFG",-1.15493178367615,321.499080608947,3.98425006866455,1992.42439419795,62.879,58.3308722306744,2.37753752819851
"Albania","ALB",-0.332218527793884,981.879024394578,19.834644317627,17975.7983946412,76.833,15.70470712234,16.3020000675759
"Algeria","DZA",-0.589308321475983,710.995867236057,11.4359302520752,15159.324237194,77.129,24.3886086444981,6.37685866623239
"Angola","AGO",-0.60992020368576,173.143692510886,0.0883481949567795,7244.89305295156,61.929,24.5988113283925,2.81144936806097
"Armenia","ARM",0.0583996474742889,1698,28.2912654876709,19230.1899296884,73.372,32.6618235324139,13.2110458915952
"Australia","AUS",1.78120493888855,5390.86315420617,35.764835357666,60408.9433675784,83.2,9.33099031566264,17.384024966198
"Austria","AUT",1.1336532831192,6276,15.3599996566772,64336.037528916,81.0926829268293,11.4645937760057,20.1640196753077
"Azerbaijan","AZE",-1.19547140598297,617,17.6700000762939,21262.2979971542,73.488,22.023834941184,8.01054873196477
"Bahrain","BHR",0.177784815430641,2053.97756515122,29.5799999237061,57213.0913557711,79.246,59.9655174851019,3.63800440284889
"Bangladesh","BGD",-1.12086641788483,128.638188479391,7.57236766815186,8242.39798977242,73.698,50.3645265388691,6.32054805417649
"Belarus","BLR",-0.665028035640717,1147,28.2999992370605,27718.3231175409,73.1114634146342,15.6177925850738,17.0619745317958
"Belgium","BEL",1.3368444442749,6041.60189145965,39.385196685791,62876.2387717275,81.6975609756098,11.2143791835506,20.1452749547016
"Belize","BLZ",-0.226113811135292,452.95365251189,6.68530750274658,12455.2960650024,70.962,26.1465334719171,4.84133634796907
"Benin","BEN",-0.0495794489979744,82.5422058683074,4.79155015945435,3721.2245272339,59.954,46.5625275293874,3.08788133145022
"Bhutan","BTN",1.53142273426056,429.148495076067,10.1999998092651,14061.3120213689,72.229,30.051897764158,6.36869980988956
"Bolivia","BOL",-0.838301062583923,612.248239897842,17.8769969940186,9843.97014174079,64.928,24.4849924422413,5.55046673477261
"Bosnia and Herzegovina","BIH",-0.581560015678406,1439,11.276029586792,19829.2822572462,75.293,26.7157922521039,21.642423894209
"Botswana","BWA",0.685792088508606,964.575894816817,9.64603805541992,18846.2504612042,65.913,19.2035484352255,3.96966911931465
"Brazil","BRA",-0.503643155097961,1471.48906453933,16.5400009155273,19018.2390697496,73.425,12.3488400923542,10.6336314676644
"Brunei Darussalam","BRN",1.27803611755371,1404.59707336132,17.5747013092041,76828.3998314969,74.551,7.94585811311948,6.51107912979343
"Bulgaria","BGR",-0.137721657752991,1778,26.3977317810059,33111.7332099418,74.3609756097561,17.5380256575647,21.8324383446666
"Burkina Faso","BFA",-0.169615507125854,116.968663626614,2.29087615013123,2482.07225343805,59.766,50.7057233570721,2.62071297835956
"Burundi","BDI",-1.55602598190308,68.8218551230665,0.910000026226044,828.861074309521,61.977,28.7747369895123,2.51029451549531
"Cambodia","KHM",-1.29921674728394,318.697804245483,0.114589996635914,6690.58942585792,69.896,22.9738017157091,5.96118643031327
"Cameroon","CMR",-1.16255974769592,142.961195594625,6.42238998413086,4870.57076514365,60.958,40.7355761870464,2.77483940805466
"Canada","CAN",1.67150104045868,6443.42252123088,32.88818359375,56686.9159498906,81.2956097560976,6.22680169266749,19.3581192161771
"Central African Republic","CAF",-1.31139302253723,71.4965621255887,1.81203997135162,1135.13627681714,54.477,34.9143760112605,2.09527735556521
"Chad","TCD",-1.48240697383881,72.6342658821215,1.75650000572205,1679.4615323912,52.997,51.8673577081314,2.07477443006556
"Chile","CHL",0.968603789806366,2755.66667821337,21.5449905395508,29490.7584920368,79.519,22.7323927701622,13.6933190598527
"Colombia","COL",-0.309191286563873,1234.79408351458,16.4727363586426,18324.9053005691,73.659,14.5158658042874,9.37542803553496
"Comoros","COM",-0.990109264850616,176.608787211638,14.056170463562,3498.80327064529,63.68,10.4127200490569,4.47290468927676
"Congo, Dem. Rep.","COD",-1.48051190376282,38.0899029394024,7.4141697883606,1455.8356229714,59.743,26.3379328931586,3.06835640281401
"Costa Rica","CRI",0.653749406337738,1632.59689185347,21.3099994659424,25989.9098073719,77.32,13.3766440949763,11.7188426539051
"Cote d'Ivoire","CIV",-0.313007414340973,175.763594311985,4.76513671875,6485.31584901747,58.916,44.3324266688486,2.56824227080234
"Croatia","HRV",0.181928679347038,2143,19.0439777374268,41100.2524147116,77.5756097560976,15.914853988952,22.815365461733
"Cyprus","CYP",0.332707405090332,3133,33.1645622253418,52148.04296875,81.889,15.0066614653737,14.3232720596026
"Czechia","CZE",0.767809867858887,3368.60496777323,20.9734058380127,47452.3485573819,79.0292682926829,14.2336874017967,20.5459005583495
"Denmark","DNK",2.37605309486389,7158,32.7245712280273,71390.0024641919,81.3048780487805,9.61197285377196,20.6001829312424
"Djibouti","DJI",-0.780927419662476,107.656222423709,7.0643367767334,6400.62016334753,62.859,39.7218573893781,4.73574810907906
"Dominican Republic","DOM",-0.449474930763245,802.872506202763,18.7137393951416,23087.9343626862,74.17,19.4968181870994,7.58086111388
"Ecuador","ECU",-0.647337436676025,922.455368097401,12.1300001144409,14472.3165053895,77.894,17.769931645036,8.09288255232192
"Egypt, Arab Rep.","EGY",-0.747790396213531,563.539059000918,6.17000007629395,16691.1332373374,70.159,67.7529020891301,4.96968538776552
"El Salvador","SLV",-0.561315059661865,828.182334525446,7.26999998092651,11404.3342262685,71.475,18.2675885826061,8.00031824400313
"Estonia","EST",1.53812229633331,3313.31994796295,32.6602210998535,41668.8375702059,77.9439024390244,6.84482514683862,20.9140825455897
"Eswatini","SWZ",-0.73498547077179,633.824842649172,18.2514572143555,10132.1872615949,56.36,21.1666365348853,4.14687128709653
"Fiji","FJI",0.50627201795578,586.71592407599,5.17000007629395,13652.4908672464,68.312,12.9123773053208,6.34304879480558
"Finland","FIN",2.22151660919189,4752,28.7976665496826,56454.8496937512,81.1878048780488,5.37867032806067,23.5778747195571
"France","FRA",1.18482184410095,5617.51648515809,24.354621887207,53969.0375681581,82.2292682926829,9.82524600527018,21.7491423914771
"Gambia, The","GMB",-0.281129717826843,68.5800325204671,9.04935646057129,2932.28059517915,62.906,54.8732916241171,2.97785770163636
"Georgia","GEO",0.617694795131683,1463,34.5390701293945,22590.5293543813,71.587,17.6183021493385,15.317458316393
"Germany","DEU",1.66416621208191,8166.12897064057,29.2060985565186,63097.7108010283,80.7056097560976,10.6378495266542,22.7900439454493
"Ghana","GHA",-0.0990211144089699,239.492292081781,6.22969007492065,6796.47361923819,63.945,49.6566317016668,3.6318149146467
"Greece","GRC",0.0978469252586365,2553.47799561598,28.9304580688477,36821.2753699812,80.6365853658537,14.9419055519621,23.4829980176041
"Grenada","GRD",0.558168590068817,791.151936387244,5.98692035675049,16946.473156154,75.335,24.2647371353562,11.8704144993637
"Guatemala","GTM",-1.12161290645599,541.653254160653,4.16229772567749,12389.385871782,68.674,20.2102810509295,4.734740380431
"Guinea","GIN",-0.897673428058624,108.456745731476,22.7037582397461,3949.34013510824,58.985,42.8781068854259,3.44105793716664
"Guinea-Bissau","GNB",-1.1783698797226,145.675628903208,2.70413637161255,2578.80453427114,59.861,48.5028970455265,3.14256138954433
"Guyana","GUY",-0.383745014667511,655.160010384085,4.46917009353638,49315.1603107751,65.989,26.0920734823741,6.47955534741206
"Haiti","HTI",-1.44387412071228,126.425462608898,4.53101015090942,2956.46213701659,63.728,20.938501996786,4.61815413470631
"Honduras","HND",-1.11195814609528,427.383848436424,9.63000011444092,6468.30192068321,70.728,18.1436603524166,4.29272330819849
"Hungary","HUN",-0.00049813062651082,2176,26.128345489502,40167.9924788499,76.0170731707317,14.6412354449754,20.819084281895
"Iceland","ISL",1.55130612850189,5824,34.2301330566406,66880.0658104169,82.1707317073171,5.48155807169081,15.3483031550157
"India","IND",-0.366014748811722,204,13.2299995422363,9160.06365370888,67.744,59.8919808842351,6.92184330138637
"Indonesia","IDN",-0.48687219619751,355.747929994664,9.32683753967285,13889.8828825663,68.25,19.4270918962783,7.04854077766648
"Iran, Islamic Rep.","IRN",-1.23189043998718,920.944849817089,18.2504196166992,15912.0299184195,74.556,34.0157895718045,7.91608360551928
"Iraq","IRQ",-1.32103753089905,457.490777869761,10.4068899154663,12711.0616746745,71.336,37.7315693030309,3.39670394377039
"Ireland","IRL",1.5752888917923,7875.46879842386,37.2724380493164,115401.125283215,83.0560975609756,7.8923946735653,15.5417068369309
"Israel","ISR",0.829359412193298,3089,38.054126739502,48356.0899146248,82.7,19.5556432093837,12.4157088880088
"Italy","ITA",0.550129175186157,4675,16.4901714324951,52588.6899412963,82.9,14.8936858575121,24.2187831541913
"Jamaica","JAM",-0.112082988023758,651.025045203884,10.9498100280762,10291.3126701479,70.629,17.0706325020849,7.86217693868482
"Jordan","JOR",0.0886586904525757,696.324977975947,20.9268398284912,9362.58776056423,74.215,31.2597313487439,4.32230327723143
"Kazakhstan","KAZ",-0.26659306883812,756,37.6751594543457,34703.2349286604,74.44,20.8569853852639,8.30816704134912
"Kenya","KEN",-0.770913004875183,209.4990889963,6.09258985519409,5682.98916248678,62.055,19.5705272264405,2.91330784287267
"Kiribati","KIR",0.411750495433807,257,4.06036996841431,3195.87039847415,67.661,11.5481206795464,4.11829729760319
"Korea, Rep.","KOR",0.894088566303253,4946.78335928914,35.6374397277832,49995.4877276869,82.6804878048781,26.0153634264606,18.3350235838597
"Kuwait","KWT",0.206611827015877,2642.88232411782,11.1199998855591,46458.2004898213,80.264,52.7825054963873,2.95275783789783
"Kyrgyz Republic","KGZ",-1.22109532356262,251,24.2648506164551,6403.14308780476,72.0487804878049,26.7613844313409,5.42703271096246
"Lao PDR","LAO",-0.973836362361908,213.253714472485,5.19384670257568,8372.15591874407,68.999,22.4289603771825,4.53547084357878
"Latvia","LVA",0.698113977909088,2171,31.9501533508301,38333.1714338943,74.580487804878,12.4865833165492,21.3320948408305
"Lebanon","LBN",-1.22706246376038,1545.49384947324,22.1418571472168,11474.7505845558,74.416,20.5970090578064,9.8244260298251
"Lesotho","LSO",-0.509478509426117,312.333439548374,5.61074018478394,2595.82952310453,53.036,21.1810593859544,3.82680387216458
"Liberia","LBR",-0.888349294662476,118.531976509001,5.0644998550415,1616.92373356695,61.1,37.1591253581791,3.2775620599993
"Lithuania","LTU",0.781545519828796,3709,41.4149131774902,46118.092510024,75.7926829268293,10.2465023749528,19.8561787800633
"Luxembourg","LUX",1.92665910720825,7540,42.3309173583984,130373.477941928,83.0463414634146,8.4591046194554,15.1061948765445
"Madagascar","MDG",-1.00018215179443,51.2453327599952,2.75999999046326,1643.30934795137,65.23,12.7945386496097,3.33516236451659
"Malawi","MWI",-0.602811515331268,113.097229163149,0.872150123119354,1648.43651796379,62.898,22.3370229833525,2.59256771636073
"Malaysia","MYS",0.295621365308762,1107.52191893857,14.5600004196167,32812.2997525336,76.26,17.8197510834605,7.45117376160733
"Maldives","MDV",-0.396943330764771,1642,10.9565267562866,22286.9801703571,80.839,12.3139819141366,4.34510659817412
"Mali","MLI",-0.861831545829773,88.5634341362204,3.81480407714844,2394.67216396924,59.417,57.3904374306355,2.40531546645959
"Malta","MLT",0.10974658280611,4599,22.6174163818359,59548.0829356446,82.7,12.5909175285117,19.800039778143
"Marshall Islands","MHL",0.411750495433807,711.123329746033,6.20028162002563,6786.69569336005,65.146,10.8031103210849,4.38225976768743
"Mauritania","MRT",-0.822652637958527,189.439243580344,2.92197418212891,6258.71091329181,64.691,72.1994109024446,3.21532864046301
"Mauritius","MUS",0.453197360038757,1451.93310374596,9.4877872467041,26590.4238819278,73.5146341463415,9.27666690706869,12.9415870752551
"Mexico","MEX",-1.02057874202728,1101.81204678275,16.0200004577637,21874.0161543764,74.832,14.7051077997851,7.98664578990007
"Moldova","MDA",-0.28033846616745,859,20.9641456604004,15855.2737421842,68.621,15.7728170076841,15.6147071961188
"Mongolia","MNG",-0.492604404687881,583.619273685997,31.7103157043457,16222.8638898529,72.667,31.0839271991388,4.8636009012415
"Montenegro","MNE",-0.0793098732829094,1956,61.090518951416,27342.823774098,76.1878048780488,18.3231957596321,17.4661274844054
"Mozambique","MOZ",-0.828437745571136,106.520863190697,3.0377299785614,1511.63653474992,59.625,19.5945644695986,2.76676995144367
"Myanmar","MMR",-1.21649932861328,237,9.35000038146973,5364.13797034407,67.256,32.1642279603857,7.08914980516562
"Nepal","NPL",-0.50792795419693,182,5.81882381439209,4859.80010436735,70.484,57.2750179345088,6.36058770858938
"Netherlands","NLD",1.86710047721863,6127,36.6276969909668,70610.1704537706,81.7146341463415,11.3641419467189,20.1567559021407
"New Zealand","NZL",2.08409547805786,4377.54456741863,31.6728115081787,48580.1962741612,82.7609756097561,7.42296671535298,16.7985801212333
"Niger","NER",-0.563843965530396,71.8971869192471,1.14498543739319,1703.39693250647,62.08,72.4703210969872,2.57103562491354
"Nigeria","NGA",-1.04097437858582,157.949735583775,3.47727274894714,5593.05661448231,53.633,51.7218388551219,3.02816298955589
"North Macedonia","MKD",-0.34861546754837,1250,21.0402164459229,23323.9034075339,74.4248780487805,25.8786881284068,17.5017325840163
"Norway","NOR",2.11352157592773,7325,31.1733207702637,90160.1575016309,82.5609756097561,6.38122446338577,18.5338475896816
"Oman","OMN",0.215157955884933,1341.43770329579,19.1100006103516,38311.4183413339,73.935,44.8977643665473,2.66044451186895
"Pakistan","PAK",-0.999357461929321,153.052331998818,4.15000009536743,5439.18762006677,66.431,52.8571976958305,4.19627145721884
"Panama","PAN",-0.62809419631958,2783.81493323903,16.1276836395264,35863.880148831,76.826,11.8842931085395,9.05673529338545
"Papua New Guinea","PNG",-0.657154023647308,95.6743316391551,3.13966274261475,4174.44164016586,65.958,16.8882962616477,3.34830819369497
"Paraguay","PRY",-1.05772292613983,1015.69879888063,13.9899997711182,15783.1150120746,70.475,10.1222564891858,6.36927529015307
"Philippines","PHL",-0.537639975547791,516,18.075719833374,9901.05652395692,72.187,21.5254371973976,5.26217156111322
"Poland","POL",0.565399944782257,2925,28.645357131958,43585.1194236272,77.3048780487805,18.7701954101512,19.5609114692528
"Portugal","PRT",0.696312069892883,4464,23.9583301544189,41498.3669564203,81.5804878048781,7.98256121876526,24.1115106141099
"Qatar","QAT",0.702209830284119,3041.41711735244,30.3899993896484,116159.142559471,81.559,81.0088337801126,1.57209502793142
"Romania","ROU",0.0404953435063362,1885,15.2834615707397,40267.3065891116,75.3048780487805,15.0073403663299,19.7531409207066
"Rwanda","RWA",0.671653091907501,144.887395828665,5.14924049377441,3060.02893126731,67.129,30.0071642427631,3.82185022198798
"Samoa","WSM",0.727086067199707,372.938997828622,16.4844264984131,6304.34613688419,72.598,12.8726726678327,5.70563501843877
"Sao Tome and Principe","STP",0.360224694013596,219.669647098608,4.8479700088501,5541.3016760535,68.794,21.6556728259824,3.86730280697271
"Saudi Arabia","SAU",0.536042988300323,2673.01905535307,30.8887481689453,55055.3996823571,77.905,58.6225928552836,2.81950386919403
"Senegal","SEN",0.0578322261571884,160.756573225969,4.90400886535645,4317.2263915953,67.913,60.3429016299635,3.5903878360666
"Serbia","SRB",-0.447204262018204,1677.05964427825,18.6692008972168,25718.4299758377,75.4821951219512,22.6362588980641,22.3383596618497
"Sierra Leone","SLE",-0.574557840824127,157.54260955283,1.95823001861572,3034.21894320278,60.411,38.5920982937814,3.20667945391485
"Singapore","SGP",2.04018402099609,4397.05086519512,36.189998626709,127543.55475211,82.8951219512195,17.0759063187283,13.0953667239036
"Slovak Republic","SVK",0.292565286159515,2316,25.8375110626221,39171.7826208886,77.0658536585366,15.8371166474072,18.0508365765507
"Slovenia","SVN",0.776647090911865,4388,26.0893592834473,47825.2300822798,81.2829268292683,13.9082165762349,21.3323429613727
"South Africa","ZAF",-0.284670442342758,1190.19975327386,12.2000169754028,13690.3894584515,61.48,23.1897720637682,6.51509367622564
"Spain","ESP",0.629368722438812,3959.18583587932,24.706615447998,47298.4121876661,83.0829268292683,9.35354339662499,20.6537075238774
"Sri Lanka","LKA",-0.383976995944977,558,0.911603033542633,13029.523937847,76.61,19.779803654502,11.7387099915518
"Sudan","SDN",-1.50206708908081,204.419975932321,9.34699058532715,2469.19458007813,65.578,51.9356218340372,3.21166042888835
"Suriname","SUR",-0.404351592063904,1660.11781556072,4.9513897895813,19043.7052869285,70.289,29.9904120028237,7.62149260756322
"Sweden","SWE",2.0282461643219,7017,33.6940689086914,62665.2172577283,83.109756097561,6.06869269595507,20.5364235623884
"Switzerland","CHE",2.02199912071228,8068.70041611335,41.2647743225098,81683.8662644452,83.4536585365854,9.45001875443382,19.6113808360035
"Tajikistan","TJK",-1.37873339653015,259,12.0100002288818,4472.3241378777,71.288,40.2890496610835,3.65005635094848
"Tanzania","TZA",-0.319897323846817,101.025557922978,2.31976008415222,3620.79345703125,66.782,20.7785687915826,3.04319999848689
"Thailand","THA",-0.489050775766373,711.13656921288,17.3500003814697,21142.6643331162,79.68,30.382756547172,14.7182560815403
"Timor-Leste","TLS",-0.22670416533947,194.899655313487,1.26540040969849,4328.50782017194,69.056,17.627881197133,5.33415782576722
"Togo","TGO",-0.619174957275391,124.162837911897,5.88405132293701,2767.51655834427,61.588,47.6290664711767,3.16375561398111
"Tonga","TON",-0.308315753936768,314.033624489501,9.49322986602783,6901.73855566074,71.27,12.7574461149445,6.60245225746313
"Trinidad and Tobago","TTO",-0.374148547649384,1801.73214077458,10.1399097442627,31705.8333833611,74.708,25.0102271567294,11.8539588437937
"Tunisia","TUN",-0.341899782419205,698.215225732241,12.8028297424316,12552.9866903456,74.263,23.7714034054098,9.16627453571107
"Turkiye","TUR",-0.50248908996582,1210,20.9415740966797,34251.5790048407,78.475,23.6946115800374,10.0010276668343
"Turkmenistan","TKM",-1.42362427711487,937.086853785171,13.8386697769165,17866.4041809169,69.41,20.2530348899106,4.27238303859711
"Tuvalu","TUV",0.646379947662354,1125.10912213675,6.05095529556274,5812.39328977512,64.854,6.00962588602958,6.27578829402476
"Uganda","UGA",-1.04257476329803,94.3429860096301,4.25233602523804,2791.05576885861,63.638,31.4850134786862,2.15058279399148
"United Arab Emirates","ARE",1.07366383075714,3281.38232559293,51.0699996948242,68577.5405661277,79.196,41.955626323257,1.69563170962521
"United Kingdom","GBR",1.48091387748718,6265.54315002907,37.1295585632324,52588.9794302902,82.0585365853659,9.94569869317993,19.238129106618
"United States","USA",1.12343263626099,12473.7910779276,38.5680274963379,74577.5065396723,77.4341463414634,7.17602147949022,17.4318194823539
"Uruguay","URY",1.57394731044769,2276.02756131912,22.0100002288818,31019.3113912098,78,10.298591147894,15.8128179067764
"Uzbekistan","UZB",-0.807529330253601,424,16.8500003814697,10007.6855026198,71.674,34.1331992575325,5.69504099692623
"Vanuatu","VUT",-0.0148651544004679,106.062672909175,3.50382971763611,3118.39603259733,70.492,14.3364980888287,4.21820894264665
"Viet Nam","VNM",-0.415814280509949,531.464312653653,11.2206144332886,13491.879417397,74.58,20.8317868906878,8.62116598619573
"Zambia","ZMB",-0.477706879377365,237.358528564375,2.71212387084961,3673.4841969922,61.803,23.2037475947695,1.89885236729554
"Zimbabwe","ZWE",-1.26121604442596,72.0159647364546,0.91387802362442,3442.25132658294,59.391,18.5286074615735,3.61832175940481
